num visits,num species,NLCD2011_FS_C11_375_PLAND,NLCD2011_FS_C12_375_PLAND,NLCD2011_FS_C21_375_PLAND,NLCD2011_FS_C22_375_PLAND,NLCD2011_FS_C23_375_PLAND,NLCD2011_FS_C24_375_PLAND,NLCD2011_FS_C31_375_PLAND,NLCD2011_FS_C41_375_PLAND,NLCD2011_FS_C42_375_PLAND,NLCD2011_FS_C43_375_PLAND,NLCD2011_FS_C52_375_PLAND,NLCD2011_FS_C71_375_PLAND,NLCD2011_FS_C81_375_PLAND,NLCD2011_FS_C82_375_PLAND,NLCD2011_FS_C90_375_PLAND,NLCD2011_FS_C95_375_PLAND,HOUSING_DENSITY,HOUSING_PERCENT_VACANT,ELEV_GT,DIST_FROM_FLOWING_FRESH,DIST_IN_FLOWING_FRESH,DIST_FROM_STANDING_FRESH,DIST_IN_STANDING_FRESH,DIST_FROM_WET_VEG_FRESH,DIST_IN_WET_VEG_FRESH,DIST_FROM_FLOWING_BRACKISH,DIST_IN_FLOWING_BRACKISH,DIST_FROM_STANDING_BRACKISH,DIST_IN_STANDING_BRACKISH,DIST_FROM_WET_VEG_BRACKISH,DIST_IN_WET_VEG_BRACKISH,LATITUDE,LONGITUDE,LOC_ID
415.00000,53.00000,55.78459,0.00000,7.19181,3.36085,19.78049,8.60775,0.17579,72.71168,8.90515,8.08197,18.75687,0.37431,62.73912,35.10127,1.96012,1.66868,345.91424,0.03442,306.00000,0.00000,4.00000,4.00000,9.00000,7.00000,4.00000,2.00000,8.00000,1.00000,1.00000,4.00000,9.00000,42.10046,-75.10046,0.43840
356.00000,464.00000,69.57037,0.00000,15.33080,28.95598,2.56294,13.72421,0.60432,1.86644,2.76880,0.52647,12.17091,1.27974,42.07711,10.57667,14.18714,1.21114,431.99629,0.05566,98.00000,1.00000,9.00000,0.00000,3.00000,4.00000,2.00000,4.00000,4.00000,5.00000,1.00000,6.00000,2.00000,42.10959,-75.10959,0.57301
161.00000,464.00000,41.99149,0.00000,6.51141,46.03289,37.15243,0.56796,0.63909,78.30382,0.41914,8.38616,9.17238,0.50943,71.29018,49.95485,9.76983,0.16959,236.00444,0.09089,167.00000,3.00000,4.00000,6.00000,3.00000,6.00000,1.00000,1.00000,0.00000,4.00000,0.00000,0.00000,5.00000,42.11872,-75.11872,0.61697
702.00000,477.00000,97.29835,0.00000,14.22837,30.55437,25.46489,13.89948,1.43430,12.90098,4.95533,11.19115,14.99013,0.13412,4.75049,5.92543,18.21511,1.28474,14.82788,0.07878,457.00000,3.00000,0.00000,6.00000,3.00000,5.00000,8.00000,1.00000,8.00000,5.00000,8.00000,2.00000,0.00000,42.12785,-75.12785,0.34316
236.00000,349.00000,11.09534,0.00000,13.53956,44.84695,33.66338,10.45221,1.41429,58.92666,1.39157,4.38098,19.96323,0.74722,11.63602,64.02325,15.65638,1.37159,266.30199,0.06213,35.00000,1.00000,9.00000,0.00000,7.00000,4.00000,1.00000,5.00000,1.00000,3.00000,3.00000,5.00000,6.00000,42.13699,-75.13699,0.82525
9.00000,23.00000,88.25284,0.00000,3.58032,7.61702,7.09560,19.89671,1.00588,76.84800,16.60443,16.15878,7.78612,0.40819,94.27186,70.06996,10.48424,0.47379,286.04182,0.06408,485.00000,1.00000,1.00000,0.00000,3.00000,0.00000,7.00000,0.00000,3.00000,7.00000,5.00000,6.00000,6.00000,42.14612,-75.14612,0.06694
179.00000,491.00000,43.83303,0.00000,12.97040,0.44393,28.79439,12.99195,0.57695,79.96206,9.53734,16.05717,16.62637,1.55439,52.44094,16.84371,18.39718,0.49032,457.21687,0.00332,275.00000,3.00000,8.00000,3.00000,8.00000,2.00000,4.00000,5.00000,6.00000,8.00000,0.00000,0.00000,5.00000,42.15525,-75.15525,0.67748
813.00000,419.00000,93.07817,0.00000,13.43319,4.55438,3.43591,17.73980,1.32482,36.57587,6.85815,10.91702,17.45336,0.47500,60.00900,25.26874,17.08871,0.76667,27.00959,0.04252,18.00000,3.00000,7.00000,8.00000,7.00000,0.00000,5.00000,0.00000,7.00000,2.00000,8.00000,0.00000,9.00000,42.16438,-75.16438,0.77747
830.00000,226.00000,36.13344,0.00000,16.89142,35.54558,34.52425,3.27765,0.60833,11.79416,10.41397,9.76350,9.67308,1.04884,27.97984,71.58403,16.96639,1.95441,465.96582,0.02433,494.00000,1.00000,9.00000,2.00000,6.00000,7.00000,7.00000,1.00000,0.00000,6.00000,0.00000,8.00000,1.00000,42.17352,-75.17352,0.68269
750.00000,436.00000,44.72481,0.00000,5.86438,33.75747,40.80344,10.99699,0.14495,73.36305,5.91420,8.39683,12.50816,1.10113,48.88855,29.56962,19.09567,0.30692,154.00645,0.08458,433.00000,1.00000,5.00000,0.00000,8.00000,0.00000,5.00000,6.00000,2.00000,2.00000,7.00000,2.00000,8.00000,42.18265,-75.18265,0.79117
578.00000,400.00000,15.27887,0.00000,1.87245,40.52566,32.14598,13.21614,0.41398,72.85141,19.07401,12.06013,18.26242,1.05547,53.69935,23.46583,9.84554,0.48709,215.68206,0.01807,94.00000,0.00000,4.00000,0.00000,3.00000,7.00000,3.00000,4.00000,4.00000,3.00000,3.00000,4.00000,2.00000,42.19178,-75.19178,0.73067
441.00000,350.00000,82.15775,0.00000,13.18186,5.06586,36.78992,8.45395,0.83839,6.71097,12.28483,6.70332,17.78989,1.05728,51.32840,62.45357,16.95962,0.20917,208.22920,0.06818,69.00000,3.00000,8.00000,8.00000,2.00000,8.00000,8.00000,4.00000,4.00000,8.00000,5.00000,5.00000,8.00000,42.20091,-75.20091,0.28921
575.00000,93.00000,24.55740,0.00000,19.12055,4.88959,1.73303,8.78567,1.59875,35.26392,9.21107,11.81720,16.38985,1.19731,43.07861,66.39776,6.49684,1.77300,137.20158,0.06448,337.00000,4.00000,8.00000,4.00000,4.00000,9.00000,0.00000,5.00000,4.00000,5.00000,6.00000,6.00000,4.00000,42.21005,-75.21005,0.36432
611.00000,383.00000,76.38989,0.00000,0.50576,33.45135,16.50946,11.51219,1.34999,96.54228,19.26627,6.82692,16.69311,0.57393,69.10382,25.00940,9.74460,0.95311,485.92043,0.07540,201.00000,0.00000,2.00000,0.00000,1.00000,2.00000,5.00000,8.00000,6.00000,6.00000,6.00000,9.00000,6.00000,42.21918,-75.21918,0.97900
236.00000,494.00000,6.67925,0.00000,19.78048,30.52318,7.21593,16.22119,0.53220,29.94422,15.86747,5.74821,16.77996,1.27240,67.23679,37.32003,19.60648,0.55051,182.68439,0.06582,459.00000,4.00000,4.00000,2.00000,9.00000,8.00000,9.00000,7.00000,0.00000,7.00000,2.00000,4.00000,4.00000,42.22831,-75.22831,0.55997
935.00000,6.00000,61.27512,0.00000,11.61323,3.83654,35.53217,9.24631,1.93586,22.97164,14.91644,12.16514,16.37034,1.54560,11.14113,46.66070,8.03359,0.68750,176.36560,0.06395,98.00000,1.00000,3.00000,1.00000,7.00000,3.00000,5.00000,9.00000,1.00000,0.00000,6.00000,1.00000,7.00000,42.23744,-75.23744,0.85507
958.00000,314.00000,75.37612,0.00000,5.93594,8.87784,19.69877,12.79191,0.95344,71.94839,18.55240,9.49530,19.62291,1.22245,87.34386,20.78290,8.71646,0.85614,114.22352,0.00786,333.00000,1.00000,5.00000,0.00000,2.00000,0.00000,6.00000,9.00000,9.00000,2.00000,6.00000,0.00000,6.00000,42.24658,-75.24658,0.09194
539.00000,262.00000,16.87230,0.00000,14.03901,3.87233,46.07699,5.77486,0.02431,79.71868,5.51074,7.20228,7.34581,0.14951,20.63933,22.68928,4.09652,1.36417,54.93572,0.07461,224.00000,1.00000,2.00000,5.00000,3.00000,2.00000,0.00000,9.00000,9.00000,6.00000,2.00000,0.00000,4.00000,42.25571,-75.25571,0.49902
922.00000,437.00000,6.75047,0.00000,10.90798,25.83857,42.85856,3.10639,1.84611,16.50547,18.59719,13.37942,6.50993,0.82725,52.29866,28.88898,13.26757,1.97276,148.44319,0.08464,450.00000,3.00000,4.00000,0.00000,9.00000,4.00000,5.00000,0.00000,6.00000,8.00000,6.00000,8.00000,3.00000,42.26484,-75.26484,0.82993
871.00000,88.00000,10.36435,0.00000,11.65109,46.77725,41.10004,0.96544,1.72133,90.40998,7.22978,11.11677,15.57284,1.94921,0.87784,61.64938,16.42019,0.88445,271.67964,0.05322,385.00000,1.00000,0.00000,9.00000,2.00000,0.00000,0.00000,4.00000,5.00000,3.00000,5.00000,2.00000,4.00000,42.27397,-75.27397,0.19229
395.00000,229.00000,72.30181,0.00000,6.99339,4.03933,43.92339,0.07854,0.17634,14.61951,3.80013,12.43864,18.33983,0.79125,12.28799,31.98666,16.28201,0.96572,136.25011,0.00148,155.00000,3.00000,7.00000,3.00000,4.00000,8.00000,5.00000,3.00000,6.00000,6.00000,6.00000,2.00000,6.00000,42.28311,-75.28311,0.23263
366.00000,119.00000,86.37470,0.00000,17.93208,49.96264,24.47615,4.75766,1.34695,30.92971,10.23757,18.10158,6.99553,1.33803,69.20760,75.54535,10.42187,1.99414,487.21386,0.03827,452.00000,1.00000,7.00000,5.00000,3.00000,6.00000,9.00000,8.00000,1.00000,1.00000,8.00000,8.00000,8.00000,42.29224,-75.29224,0.34135
894.00000,493.00000,42.68015,0.00000,0.78438,14.14192,7.15840,14.16183,1.82042,9.46849,15.07161,11.27989,4.00098,0.73476,28.38172,23.41843,14.76792,1.83997,230.57660,0.00893,68.00000,3.00000,7.00000,7.00000,4.00000,4.00000,2.00000,4.00000,8.00000,8.00000,1.00000,7.00000,1.00000,42.30137,-75.30137,0.31524
381.00000,41.00000,92.76921,0.00000,4.65276,48.10505,41.68221,14.58668,0.01913,3.70861,17.59350,16.56236,18.26129,0.30697,80.61605,35.54922,3.39862,1.41336,34.03956,0.01684,314.00000,2.00000,8.00000,4.00000,8.00000,5.00000,5.00000,3.00000,4.00000,4.00000,7.00000,8.00000,3.00000,42.31050,-75.31050,0.42792
933.00000,431.00000,69.31690,0.00000,13.05495,21.49388,20.73322,13.69886,0.76451,9.47357,14.49864,3.59451,2.60236,1.16898,93.67130,8.18677,12.42423,0.36472,422.12219,0.08884,173.00000,3.00000,9.00000,7.00000,8.00000,6.00000,4.00000,8.00000,7.00000,8.00000,7.00000,2.00000,9.00000,42.31963,-75.31963,0.67336
310.00000,435.00000,36.71881,0.00000,15.54328,19.33957,48.46007,0.64431,0.14044,29.62255,19.17248,1.08103,16.42513,1.86483,34.82426,74.71373,5.32909,1.95628,202.49127,0.04324,26.00000,2.00000,8.00000,7.00000,6.00000,9.00000,7.00000,2.00000,0.00000,6.00000,5.00000,6.00000,4.00000,42.32877,-75.32877,0.34806
268.00000,225.00000,41.76310,0.00000,18.63120,49.03509,12.16982,13.10016,0.00941,73.19294,16.17177,0.64196,6.89966,1.17744,39.65856,13.86826,0.68955,0.24150,164.67695,0.04416,483.00000,1.00000,4.00000,6.00000,7.00000,6.00000,4.00000,9.00000,1.00000,2.00000,8.00000,1.00000,0.00000,42.33790,-75.33790,0.89898
870.00000,154.00000,87.95207,0.00000,15.10231,32.69490,47.86807,9.65765,0.96612,96.77339,10.78793,18.46136,8.65941,1.13279,54.93010,34.07812,9.29946,0.19148,455.35585,0.07426,223.00000,2.00000,8.00000,1.00000,8.00000,6.00000,7.00000,1.00000,7.00000,8.00000,9.00000,1.00000,9.00000,42.34703,-75.34703,0.79626
406.00000,111.00000,70.80952,0.00000,14.12251,43.53585,7.97519,11.92376,1.31606,32.87734,7.31524,18.28322,0.70411,0.28033,59.60557,38.67909,9.17204,0.35055,158.64799,0.07371,461.00000,2.00000,0.00000,0.00000,5.00000,1.00000,8.00000,7.00000,8.00000,5.00000,4.00000,0.00000,8.00000,42.35616,-75.35616,0.10340
885.00000,193.00000,59.20001,0.00000,12.13804,7.16078,41.74531,12.55768,0.73127,97.04036,2.44629,8.78923,6.37524,0.10090,38.80763,54.38363,0.39018,1.38119,495.80208,0.00473,481.00000,1.00000,1.00000,0.00000,2.00000,4.00000,8.00000,7.00000,0.00000,0.00000,2.00000,3.00000,8.00000,42.36530,-75.36530,0.53769
943.00000,425.00000,27.20745,0.00000,10.69739,34.16515,39.08764,6.93122,0.21894,63.02964,4.49792,14.03511,18.01764,1.70698,28.09421,51.40144,5.14826,0.58456,116.04121,0.06744,432.00000,1.00000,5.00000,2.00000,9.00000,7.00000,7.00000,1.00000,3.00000,6.00000,6.00000,3.00000,1.00000,42.37443,-75.37443,0.45585
507.00000,299.00000,4.87113,0.00000,1.66749,10.38146,39.57218,7.91865,0.98395,10.22636,8.11152,3.30022,1.76719,0.35910,13.45602,21.30863,11.77202,1.85190,141.83518,0.00781,109.00000,1.00000,8.00000,2.00000,2.00000,1.00000,0.00000,2.00000,8.00000,8.00000,0.00000,0.00000,5.00000,42.38356,-75.38356,0.06431
709.00000,214.00000,17.86995,0.00000,8.07130,1.66984,13.35757,11.33505,1.78676,92.33623,4.14248,9.27914,3.56578,0.76818,79.50233,21.42655,13.03517,0.64722,139.97263,0.09077,319.00000,2.00000,0.00000,4.00000,0.00000,6.00000,7.00000,0.00000,4.00000,7.00000,9.00000,5.00000,3.00000,42.39269,-75.39269,0.97651
75.00000,59.00000,15.90216,0.00000,15.62115,9.89378,19.96420,9.51003,1.45090,16.75105,12.36210,12.84774,6.12172,0.52044,50.64710,0.62607,3.67315,0.45166,368.56686,0.09148,392.00000,3.00000,5.00000,5.00000,2.00000,0.00000,3.00000,7.00000,3.00000,4.00000,8.00000,5.00000,9.00000,42.40183,-75.40183,0.15681
66.00000,423.00000,22.73857,0.00000,1.72179,23.87031,6.56822,1.17622,0.66648,86.78916,2.85817,17.54650,3.28371,1.27041,41.54937,1.87444,8.09364,1.16447,450.65884,0.03643,23.00000,3.00000,3.00000,7.00000,8.00000,1.00000,5.00000,8.00000,2.00000,8.00000,9.00000,2.00000,8.00000,42.41096,-75.41096,0.24178
735.00000,207.00000,83.80343,0.00000,0.19561,37.83104,30.62374,4.15860,1.39055,32.26061,2.31052,8.49344,17.51426,1.88668,93.56326,36.77184,15.56588,0.07929,6.29109,0.08537,109.00000,0.00000,8.00000,1.00000,0.00000,9.00000,0.00000,6.00000,0.00000,5.00000,8.00000,7.00000,5.00000,42.42009,-75.42009,0.96917
302.00000,292.00000,48.35232,0.00000,9.66305,49.19166,4.73268,5.19120,1.64949,86.72017,18.63401,4.79520,5.94702,0.10049,50.39553,19.70293,9.79725,1.00125,81.35513,0.00453,275.00000,2.00000,1.00000,0.00000,5.00000,3.00000,1.00000,4.00000,3.00000,3.00000,7.00000,8.00000,7.00000,42.42922,-75.42922,0.07922
349.00000,73.00000,46.36866,0.00000,2.61700,20.93611,37.16105,0.44781,1.93368,29.55131,12.90667,10.18275,11.18059,1.55266,64.92372,13.29889,18.56588,0.24296,304.97893,0.02595,10.00000,0.00000,5.00000,8.00000,0.00000,0.00000,5.00000,8.00000,2.00000,5.00000,3.00000,6.00000,3.00000,42.43836,-75.43836,0.66486
865.00000,208.00000,35.71973,0.00000,11.65534,23.92452,49.16867,4.34239,0.11815,41.91843,7.90891,19.66756,12.71312,0.41902,2.15353,41.17933,3.30581,0.26985,20.05165,0.07323,245.00000,0.00000,4.00000,7.00000,3.00000,3.00000,5.00000,4.00000,4.00000,8.00000,1.00000,7.00000,2.00000,42.44749,-75.44749,0.92842
168.00000,126.00000,8.10911,0.00000,15.92427,38.80793,33.51723,7.49326,0.73732,74.36239,4.81647,14.60756,17.89802,0.37601,90.18697,43.67569,1.24623,1.55615,273.97906,0.05017,263.00000,4.00000,3.00000,4.00000,4.00000,8.00000,2.00000,7.00000,6.00000,6.00000,6.00000,3.00000,5.00000,42.45662,-75.45662,0.45874
962.00000,349.00000,9.73724,0.00000,15.26613,13.02697,21.04883,5.53040,0.55788,20.13573,18.80611,16.25014,0.48127,1.11533,19.40748,44.17554,14.03183,0.97678,424.15052,0.04785,224.00000,0.00000,2.00000,8.00000,1.00000,4.00000,5.00000,2.00000,8.00000,3.00000,8.00000,4.00000,1.00000,42.46575,-75.46575,0.50929
834.00000,201.00000,42.85370,0.00000,0.38572,34.79012,22.74676,14.00371,1.83297,25.32660,9.05642,9.17598,14.62512,1.94514,90.70502,13.61016,17.34899,1.44631,112.27446,0.02263,312.00000,1.00000,7.00000,0.00000,5.00000,6.00000,6.00000,2.00000,4.00000,2.00000,1.00000,4.00000,1.00000,42.47489,-75.47489,0.34222
984.00000,439.00000,43.08012,0.00000,9.07976,30.01812,12.25860,19.71422,1.69736,40.25806,8.98022,12.47215,17.06157,1.79235,80.63883,74.49685,13.11256,1.12522,401.87023,0.02456,397.00000,2.00000,9.00000,9.00000,0.00000,0.00000,5.00000,6.00000,4.00000,1.00000,8.00000,3.00000,4.00000,42.48402,-75.48402,0.68956
234.00000,7.00000,81.43661,0.00000,14.20802,46.71379,20.21907,13.80996,0.99381,17.75664,13.01468,11.28629,13.04170,0.10599,61.61918,49.70981,17.41917,1.92431,173.23188,0.05703,127.00000,2.00000,2.00000,5.00000,8.00000,7.00000,4.00000,1.00000,9.00000,3.00000,0.00000,6.00000,9.00000,42.49315,-75.49315,0.44695
936.00000,265.00000,37.38943,0.00000,14.08611,7.33464,45.24147,14.48603,1.89703,3.69702,5.76782,4.01705,15.04300,1.38672,4.81397,57.62395,19.43954,1.93266,432.13889,0.09534,87.00000,1.00000,6.00000,8.00000,9.00000,0.00000,5.00000,5.00000,4.00000,2.00000,6.00000,5.00000,2.00000,42.50228,-75.50228,0.20467
204.00000,150.00000,82.39880,0.00000,1.36073,48.33884,3.13597,6.96147,1.92319,69.32386,2.95261,5.75066,3.85030,1.71835,10.74045,33.63127,10.14466,1.52908,206.35751,0.06919,262.00000,2.00000,3.00000,1.00000,8.00000,6.00000,4.00000,4.00000,6.00000,7.00000,9.00000,7.00000,4.00000,42.51142,-75.51142,0.62821
819.00000,316.00000,35.35500,0.00000,8.81356,3.77394,36.34813,11.20726,1.85785,87.93272,16.55611,1.24523,10.73821,0.61221,20.53602,78.41167,9.19341,0.23198,271.05928,0.06071,103.00000,2.00000,7.00000,9.00000,9.00000,6.00000,7.00000,8.00000,0.00000,2.00000,9.00000,3.00000,6.00000,42.52055,-75.52055,0.93825
950.00000,124.00000,70.64084,0.00000,19.59463,9.15728,49.41995,6.89123,1.32625,47.56767,13.59445,12.08937,12.85766,0.17232,15.58461,28.49515,9.77066,0.41389,344.47090,0.01654,165.00000,3.00000,8.00000,1.00000,3.00000,6.00000,0.00000,3.00000,6.00000,4.00000,3.00000,1.00000,2.00000,42.52968,-75.52968,0.29602
472.00000,280.00000,41.03575,0.00000,5.38094,27.82019,18.51109,13.82392,0.05470,66.10020,16.84087,3.09253,11.79273,0.71140,0.99023,24.76742,9.51061,0.38834,28.75342,0.00497,151.00000,0.00000,9.00000,3.00000,9.00000,4.00000,3.00000,3.00000,3.00000,6.00000,8.00000,7.00000,0.00000,42.53881,-75.53881,0.84876
183.00000,331.00000,91.24483,0.00000,10.36041,14.18923,7.07849,19.61289,0.14413,10.62338,18.65806,11.88515,7.41825,0.90963,5.34834,24.32140,15.61212,1.02025,37.13403,0.05637,149.00000,2.00000,1.00000,0.00000,6.00000,2.00000,7.00000,3.00000,1.00000,9.00000,0.00000,0.00000,3.00000,42.54795,-75.54795,0.59619
69.00000,446.00000,7.17216,0.00000,8.48511,7.55391,5.30247,14.38547,1.11118,15.48233,9.11828,13.32540,17.68337,0.71562,31.95575,61.44462,2.09876,1.30806,411.93398,0.06917,17.00000,1.00000,6.00000,5.00000,5.00000,4.00000,8.00000,0.00000,3.00000,9.00000,2.00000,5.00000,8.00000,42.55708,-75.55708,0.03063
720.00000,97.00000,1.90477,0.00000,0.87677,14.52533,24.79010,3.79047,1.50720,31.90764,11.23378,11.89949,0.38146,0.90672,46.30609,38.51986,3.95398,0.99776,122.36936,0.06092,224.00000,2.00000,1.00000,3.00000,6.00000,5.00000,8.00000,2.00000,9.00000,0.00000,8.00000,9.00000,2.00000,42.56621,-75.56621,0.58860
136.00000,420.00000,94.12975,0.00000,3.91898,0.20555,23.23433,8.35357,0.63201,0.22516,9.35217,9.38431,7.79607,1.62497,80.03185,66.53405,9.08476,0.12972,54.99758,0.08236,120.00000,2.00000,5.00000,9.00000,8.00000,3.00000,1.00000,2.00000,8.00000,9.00000,5.00000,9.00000,2.00000,42.57534,-75.57534,0.31766
986.00000,274.00000,23.36408,0.00000,14.72461,40.95326,30.27679,19.03038,1.45149,66.95931,7.80944,16.74255,8.93954,1.71792,4.93498,45.29937,17.72756,0.98990,407.70368,0.07721,250.00000,1.00000,3.00000,0.00000,7.00000,5.00000,3.00000,0.00000,2.00000,5.00000,4.00000,1.00000,3.00000,42.58447,-75.58447,0.90115
812.00000,270.00000,17.96158,0.00000,2.13811,28.32545,11.68674,1.82868,1.15164,91.15821,13.72554,0.88487,0.63946,0.51457,42.24306,10.04573,12.98014,1.12627,337.51534,0.01392,423.00000,1.00000,5.00000,1.00000,4.00000,9.00000,2.00000,3.00000,6.00000,9.00000,7.00000,4.00000,6.00000,42.59361,-75.59361,0.41524
417.00000,139.00000,78.18765,0.00000,16.16631,47.62924,45.00259,18.99436,0.39027,65.96419,10.21449,18.38671,11.19129,1.89762,23.47237,60.26710,3.33833,0.69078,153.67271,0.07500,459.00000,1.00000,0.00000,9.00000,6.00000,9.00000,1.00000,3.00000,7.00000,5.00000,9.00000,0.00000,2.00000,42.60274,-75.60274,0.03019
314.00000,224.00000,99.31618,0.00000,12.13329,44.80339,27.03121,1.02767,0.43315,96.88780,11.18663,5.20133,12.53172,1.75344,42.34706,17.51854,3.50436,1.86701,312.95763,0.08877,77.00000,1.00000,3.00000,6.00000,6.00000,2.00000,1.00000,6.00000,2.00000,0.00000,4.00000,9.00000,9.00000,42.61187,-75.61187,0.51984
125.00000,361.00000,19.97739,0.00000,2.08775,41.88582,45.39335,10.24273,1.86420,55.27613,5.17203,6.99649,8.06599,1.51306,32.61324,22.25839,8.13795,1.77040,106.83043,0.06929,199.00000,3.00000,1.00000,3.00000,9.00000,2.00000,6.00000,3.00000,9.00000,6.00000,5.00000,3.00000,4.00000,42.62100,-75.62100,0.00728
927.00000,239.00000,68.81085,0.00000,12.23720,16.22887,1.51689,18.17648,0.31284,48.88625,3.65885,13.39476,17.39412,1.69129,69.11680,19.89549,16.10676,1.29762,118.91740,0.07805,394.00000,3.00000,4.00000,8.00000,7.00000,7.00000,6.00000,2.00000,1.00000,8.00000,3.00000,6.00000,3.00000,42.63014,-75.63014,0.08829
